country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-03,5.0,13.0,12.0,12.0,-14.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-04,8.0,15.0,12.0,12.0,-13.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-05,9.0,16.0,27.0,18.0,-11.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-06,16.0,22.0,11.0,21.0,-13.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-07,-8.0,3.0,-3.0,-10.0,-51.0,16.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-08,-2.0,2.0,2.0,-1.0,-10.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-09,5.0,7.0,7.0,4.0,5.0,2.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-10,7.0,16.0,10.0,12.0,-11.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-11,10.0,18.0,15.0,14.0,-10.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-12,11.0,18.0,16.0,16.0,-9.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-13,-2.0,6.0,-5.0,-2.0,-19.0,12.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-14,5.0,14.0,6.0,10.0,-12.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-15,0.0,3.0,0.0,0.0,-11.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-16,6.0,7.0,5.0,3.0,5.0,3.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-17,3.0,14.0,4.0,8.0,-10.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-18,6.0,16.0,7.0,9.0,-9.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-19,4.0,14.0,7.0,10.0,-9.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-20,6.0,14.0,7.0,13.0,-11.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-21,-1.0,9.0,1.0,3.0,-12.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-22,0.0,1.0,-2.0,0.0,-2.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-23,3.0,6.0,0.0,1.0,7.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-24,2.0,11.0,4.0,8.0,-10.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-25,5.0,15.0,6.0,10.0,-11.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-26,5.0,13.0,3.0,11.0,-9.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-27,7.0,14.0,6.0,11.0,-11.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-28,3.0,13.0,4.0,9.0,-12.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-29,5.0,7.0,6.0,8.0,-3.0,2.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-30,6.0,8.0,3.0,3.0,3.0,3.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-08-31,7.0,15.0,8.0,11.0,-10.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-01,12.0,22.0,18.0,12.0,-9.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-02,10.0,15.0,7.0,13.0,-9.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-03,10.0,16.0,10.0,18.0,-11.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-04,6.0,15.0,4.0,13.0,-11.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-05,9.0,12.0,6.0,14.0,-3.0,3.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-06,11.0,16.0,8.0,14.0,5.0,3.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-07,8.0,17.0,9.0,16.0,-11.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-08,10.0,22.0,17.0,18.0,-12.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-09,10.0,19.0,12.0,19.0,-9.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-10,13.0,18.0,15.0,22.0,-11.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-11,8.0,17.0,11.0,17.0,-12.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-12,10.0,10.0,12.0,12.0,-5.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-13,8.0,10.0,7.0,8.0,3.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-14,9.0,15.0,14.0,16.0,-7.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-15,10.0,18.0,18.0,11.0,-8.0,9.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-16,10.0,14.0,11.0,14.0,-7.0,9.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-17,10.0,16.0,10.0,15.0,-9.0,9.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-18,5.0,17.0,6.0,11.0,-8.0,9.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-19,7.0,11.0,17.0,12.0,-3.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-20,6.0,13.0,3.0,8.0,5.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-21,4.0,18.0,9.0,12.0,-9.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-22,4.0,31.0,7.0,12.0,-10.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-23,0.0,35.0,4.0,17.0,-9.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-24,-1.0,35.0,2.0,15.0,-11.0,9.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-25,-4.0,37.0,4.0,14.0,-10.0,9.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-26,1.0,34.0,3.0,14.0,-6.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-27,-1.0,42.0,3.0,14.0,-1.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-28,-6.0,35.0,4.0,14.0,-9.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-29,0.0,43.0,12.0,16.0,-10.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-09-30,0.0,43.0,4.0,19.0,-12.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-01,0.0,46.0,3.0,18.0,-12.0,1.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-02,-3.0,43.0,1.0,11.0,-12.0,1.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-03,-2.0,34.0,0.0,6.0,-13.0,-1.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-04,-2.0,40.0,-2.0,7.0,-10.0,0.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-05,-6.0,36.0,2.0,8.0,-14.0,0.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-06,-2.0,41.0,8.0,7.0,-13.0,0.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-07,-5.0,31.0,-1.0,3.0,-11.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-08,4.0,44.0,4.0,11.0,-9.0,3.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-09,-4.0,37.0,-2.0,4.0,-9.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-10,-2.0,31.0,-7.0,0.0,-6.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-11,-2.0,36.0,-7.0,2.0,-1.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-12,-7.0,31.0,-4.0,4.0,-9.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-13,-1.0,40.0,-2.0,7.0,-9.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-14,-1.0,40.0,-3.0,12.0,-6.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-15,-3.0,40.0,-6.0,13.0,-7.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-16,-5.0,42.0,-8.0,8.0,-7.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-17,-6.0,34.0,-10.0,4.0,-6.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-18,-6.0,39.0,-11.0,0.0,-3.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-19,-14.0,30.0,-12.0,2.0,-10.0,10.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-20,-10.0,31.0,-9.0,-3.0,-11.0,11.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-21,-5.0,34.0,-9.0,1.0,-8.0,11.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-22,-3.0,38.0,-6.0,4.0,-7.0,10.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-23,-5.0,40.0,-6.0,3.0,-6.0,9.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-24,-3.0,34.0,-2.0,0.0,-2.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-25,-2.0,37.0,-8.0,2.0,0.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-26,-10.0,35.0,-7.0,-1.0,-12.0,12.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-27,-4.0,42.0,-3.0,2.0,-12.0,10.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-28,-1.0,46.0,-9.0,5.0,-12.0,10.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-29,-13.0,29.0,-23.0,-11.0,-51.0,22.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-30,-16.0,44.0,-26.0,-13.0,-23.0,17.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-10-31,-56.0,-27.0,-48.0,-58.0,-53.0,32.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-01,-39.0,-8.0,-38.0,-47.0,-23.0,25.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-02,-31.0,6.0,-36.0,-35.0,-37.0,28.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-03,-23.0,16.0,-29.0,-29.0,-29.0,24.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-04,-18.0,20.0,-26.0,-21.0,-20.0,20.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-05,-17.0,23.0,-24.0,-15.0,-17.0,17.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-06,-19.0,22.0,-24.0,-17.0,-15.0,16.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-07,-13.0,22.0,-20.0,-14.0,-6.0,12.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-08,-16.0,22.0,-20.0,-16.0,-2.0,12.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-09,-21.0,17.0,-25.0,-16.0,-14.0,17.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-10,-9.0,33.0,-16.0,-5.0,-11.0,12.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-11,-9.0,31.0,-15.0,-1.0,-8.0,11.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-12,-8.0,33.0,-16.0,0.0,-8.0,12.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-13,-10.0,35.0,-12.0,-3.0,-7.0,11.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-14,-9.0,24.0,-16.0,-6.0,-4.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-15,-9.0,28.0,-18.0,-7.0,-2.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-16,-14.0,28.0,-15.0,-1.0,-8.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-17,-7.0,37.0,-8.0,1.0,-8.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-18,-7.0,36.0,-12.0,3.0,-5.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-19,-5.0,38.0,-12.0,4.0,-6.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-20,-9.0,37.0,-12.0,0.0,-5.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-21,-9.0,27.0,-14.0,-4.0,-3.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-22,-9.0,33.0,-14.0,-5.0,-1.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-23,-11.0,32.0,-11.0,4.0,-7.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-24,-6.0,39.0,-8.0,2.0,-7.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-25,-4.0,38.0,-9.0,8.0,-4.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-26,-5.0,40.0,-9.0,7.0,-6.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-27,-5.0,40.0,-11.0,4.0,-4.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-28,-1.0,37.0,-8.0,3.0,-1.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-29,-3.0,40.0,-13.0,1.0,1.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-11-30,-5.0,41.0,-9.0,7.0,-4.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-01,0.0,50.0,-4.0,11.0,-3.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-02,1.0,49.0,-2.0,17.0,-1.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-03,1.0,50.0,-2.0,17.0,-2.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-04,0.0,50.0,-7.0,14.0,-3.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-05,4.0,40.0,-2.0,9.0,-2.0,2.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-06,1.0,46.0,-7.0,5.0,3.0,3.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-07,-3.0,45.0,-3.0,16.0,-4.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-08,2.0,49.0,0.0,15.0,-2.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-09,2.0,46.0,2.0,18.0,-2.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-10,3.0,52.0,4.0,21.0,-3.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-11,0.0,51.0,0.0,16.0,-4.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-12,3.0,41.0,3.0,12.0,-3.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-13,1.0,49.0,2.0,13.0,1.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-14,-1.0,45.0,3.0,17.0,-5.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-15,4.0,53.0,4.0,17.0,-5.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-16,3.0,48.0,4.0,21.0,-4.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-17,7.0,56.0,3.0,22.0,-5.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-18,4.0,56.0,2.0,19.0,-6.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-19,5.0,45.0,5.0,13.0,-6.0,3.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-20,8.0,57.0,3.0,19.0,3.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-21,5.0,53.0,7.0,26.0,-10.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-22,13.0,64.0,11.0,28.0,-11.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-23,18.0,68.0,11.0,35.0,-10.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-24,29.0,85.0,7.0,34.0,-15.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-25,-11.0,36.0,-21.0,-8.0,-58.0,19.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-26,-2.0,41.0,-6.0,4.0,-10.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-27,2.0,53.0,0.0,13.0,3.0,6.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-28,4.0,54.0,0.0,19.0,-12.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-29,10.0,62.0,6.0,19.0,-14.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-30,16.0,69.0,7.0,28.0,-12.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2020-12-31,19.0,83.0,0.0,26.0,-20.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-01,-16.0,27.0,-18.0,-15.0,-67.0,18.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-02,-10.0,28.0,-11.0,-6.0,-29.0,12.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-03,-2.0,50.0,1.0,14.0,-6.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-04,-2.0,47.0,-2.0,14.0,-8.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-05,0.0,50.0,0.0,10.0,-8.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-06,2.0,50.0,-3.0,14.0,-4.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-07,3.0,51.0,-6.0,16.0,-6.0,8.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-08,-1.0,51.0,-8.0,10.0,-5.0,7.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-09,0.0,43.0,-7.0,6.0,-3.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-10,2.0,49.0,-6.0,13.0,0.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-11,-1.0,46.0,-3.0,16.0,-4.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-12,-1.0,44.0,-3.0,9.0,-7.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-13,-2.0,40.0,-13.0,8.0,-7.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-14,-2.0,39.0,-12.0,9.0,-11.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-15,-8.0,33.0,-15.0,1.0,-14.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-16,-9.0,27.0,-18.0,-6.0,-14.0,4.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-17,-9.0,31.0,-17.0,-5.0,-12.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-18,-10.0,32.0,-14.0,3.0,-13.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-19,-7.0,33.0,-12.0,0.0,-13.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-20,-6.0,33.0,-12.0,4.0,-11.0,5.0
CI,Côte d'Ivoire,,,,,,ChIJZ6BJsIcTlg8RQO65fGIe-QE,2021-01-21,-5.0,35.0,-14.0,5.0,-11.0,6.0
